respondent_id,persona_seed,age,monthly_income,city_tier,primary_channel,category,price_sensitivity,quality_expectation,convenience_need,sustainability_attitude,willingness_to_pay,awareness,consideration,trial,repeat_purchase,monthly_purchase_frequency,satisfaction,nps,feedback_theme_seed,feedback_text,segment_id,segment
R001065,convenience_first,39,9905.63,new_tier_1,jd,healthy_snack,7.84,6.8,8.64,5.15,26.06,0,0,0,0,0,8.03,8,quality,I care about ingredients and product safety,3,Convenience Driven
R001066,eco_advocates,21,8364.28,new_tier_1,jd,home_cleaning,4.14,6.74,6.6,8.93,34.14,1,1,0,0,0,9.0,10,delivery,delivery speed affects whether I choose the brand,4,Eco Advocates
R001067,quality_first,38,13016.55,new_tier_1,jd,ready_to_drink,5.66,8.89,5.14,7.87,37.01,0,1,0,0,0,7.75,7,delivery,stockouts make me switch to other brands,4,Eco Advocates
R001068,value_seekers,28,16456.49,tier_3_plus,offline_supermarket,healthy_snack,9.0,5.76,7.31,4.93,22.6,0,0,0,0,0,6.83,6,price,I compare price across platforms before purchase,2,Value Seekers
R001069,value_seekers,28,9061.7,tier_2,douyin,home_cleaning,9.37,4.87,6.66,4.7,16.24,0,1,1,1,2,7.3,6,price,I compare price across platforms before purchase,2,Value Seekers
R001070,convenience_first,31,9392.72,tier_2,offline_supermarket,healthy_snack,3.29,8.25,8.09,7.13,28.25,0,0,0,1,3,7.74,6,delivery,delivery speed affects whether I choose the brand,1,Quality Loyalists
R001071,value_seekers,25,7717.42,tier_1,xiaohongshu,personal_care,8.93,6.78,6.61,3.71,21.55,1,1,0,0,1,6.49,6,sustainability,I prefer brands with recyclable packaging,2,Value Seekers
R001072,eco_advocates,44,22830.54,tier_3_plus,douyin,ready_to_drink,3.6,6.84,5.97,10.0,33.78,1,1,0,0,0,8.08,5,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R001073,value_seekers,26,16731.19,tier_2,tmall,ready_to_drink,8.87,6.48,5.01,5.75,20.04,1,1,1,0,2,5.2,4,packaging,portable packaging is useful for work and travel,2,Value Seekers
R001074,eco_advocates,49,18117.42,tier_2,douyin,healthy_snack,4.82,5.72,5.84,9.16,41.48,1,1,1,1,2,9.68,9,promotion,membership coupons can increase repeat purchase,4,Eco Advocates
R001075,quality_first,32,9539.67,tier_3_plus,douyin,home_cleaning,4.9,7.84,8.75,6.81,34.7,1,1,1,1,4,10.0,10,quality,the product quality is stable and trustworthy,3,Convenience Driven
R001076,value_seekers,22,15140.15,tier_2,tmall,healthy_snack,8.41,6.51,6.87,4.17,19.57,0,0,0,1,5,9.35,10,price,I compare price across platforms before purchase,0,High Value Fans
R001077,quality_first,26,8917.66,tier_1,tmall,ready_to_drink,5.13,9.04,6.81,5.64,31.42,0,0,0,0,0,8.94,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R001078,value_seekers,28,16880.28,tier_2,tmall,healthy_snack,8.23,5.31,5.79,4.35,22.45,0,1,1,0,0,5.39,4,price,I compare price across platforms before purchase,2,Value Seekers
R001079,value_seekers,27,8907.85,new_tier_1,douyin,home_cleaning,9.33,6.49,6.62,4.31,17.5,0,0,0,1,0,7.17,8,packaging,portable packaging is useful for work and travel,2,Value Seekers
R001080,value_seekers,18,9475.29,new_tier_1,xiaohongshu,healthy_snack,8.86,7.03,5.81,4.9,23.17,0,0,0,1,5,10.0,9,sustainability,sustainability claims need to be more credible,0,High Value Fans
R001081,new_explorers,28,10191.35,tier_2,tmall,home_cleaning,7.08,6.31,7.38,6.81,20.64,1,1,1,1,4,7.25,7,promotion,livestream promotion helps me discover new products,0,High Value Fans
R001082,quality_first,48,10907.39,tier_2,jd,healthy_snack,5.31,8.28,5.49,6.0,34.27,1,1,1,1,0,7.06,6,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R001083,convenience_first,18,9206.73,tier_3_plus,tmall,healthy_snack,7.07,7.92,8.9,5.38,27.1,0,0,0,1,6,7.56,8,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R001084,value_seekers,30,16631.53,tier_1,tmall,ready_to_drink,8.09,6.68,4.65,4.0,19.2,1,0,0,0,1,10.0,10,price,discount bundles make me more willing to buy,0,High Value Fans
R001085,value_seekers,35,19219.79,new_tier_1,douyin,healthy_snack,9.14,6.55,5.7,4.26,19.0,1,1,1,0,0,5.61,3,price,I compare price across platforms before purchase,2,Value Seekers
R001086,convenience_first,32,8708.2,tier_1,jd,personal_care,5.81,7.15,10.0,4.35,22.12,0,0,0,1,6,8.7,10,delivery,offline availability is not always convenient,3,Convenience Driven
R001087,quality_first,37,9527.57,new_tier_1,jd,ready_to_drink,5.73,8.87,6.82,5.92,35.29,1,0,0,1,2,9.88,10,price,the price feels high without promotion,1,Quality Loyalists
R001088,quality_first,25,19998.56,tier_2,tmall,ready_to_drink,4.73,9.64,6.35,6.67,31.41,1,1,1,1,6,9.31,7,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R001089,value_seekers,34,7755.01,tier_1,jd,ready_to_drink,8.53,5.35,7.07,5.41,17.93,1,0,0,0,0,7.58,5,price,the price feels high without promotion,2,Value Seekers
R001090,eco_advocates,33,15278.59,tier_2,douyin,personal_care,5.87,7.7,6.23,8.4,38.14,1,1,0,0,2,7.72,6,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R001091,new_explorers,32,12887.13,tier_3_plus,offline_supermarket,healthy_snack,5.21,6.62,6.21,5.79,24.96,0,1,1,1,2,8.62,8,promotion,livestream promotion helps me discover new products,0,High Value Fans
R001092,quality_first,18,22430.13,tier_2,douyin,personal_care,4.19,9.42,8.17,6.11,36.45,1,1,0,1,4,10.0,10,price,the price feels high without promotion,1,Quality Loyalists
R001093,quality_first,33,7647.17,new_tier_1,jd,healthy_snack,4.49,8.63,6.53,7.56,31.14,0,1,1,1,2,8.7,8,promotion,livestream promotion helps me discover new products,1,Quality Loyalists
R001094,quality_first,46,23414.74,tier_3_plus,tmall,healthy_snack,4.9,8.78,7.48,5.56,33.13,0,0,0,0,3,9.2,9,promotion,membership coupons can increase repeat purchase,1,Quality Loyalists
R001095,value_seekers,33,9845.16,new_tier_1,jd,healthy_snack,8.4,5.8,5.63,5.52,23.64,0,1,0,1,2,6.86,6,price,discount bundles make me more willing to buy,2,Value Seekers
R001096,quality_first,21,6670.01,tier_1,douyin,home_cleaning,5.37,9.52,5.73,8.11,24.88,0,1,1,1,5,10.0,10,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R001097,eco_advocates,47,9236.66,tier_1,offline_supermarket,healthy_snack,5.6,7.32,6.14,9.22,26.93,1,1,1,1,5,8.04,8,quality,the product quality is stable and trustworthy,4,Eco Advocates
R001098,value_seekers,32,16171.46,new_tier_1,douyin,ready_to_drink,8.93,7.32,6.1,7.05,26.62,1,1,1,1,5,8.87,9,packaging,the package design should show product benefits more clearly,0,High Value Fans
R001099,eco_advocates,36,10707.55,new_tier_1,offline_supermarket,healthy_snack,5.64,7.17,7.35,9.48,38.44,1,1,1,1,4,8.82,9,price,the price feels high without promotion,4,Eco Advocates
R001100,value_seekers,31,8330.3,new_tier_1,tmall,ready_to_drink,9.59,6.98,5.94,4.13,19.01,1,0,0,0,0,8.26,8,price,discount bundles make me more willing to buy,0,High Value Fans
R001101,convenience_first,18,6749.91,tier_2,douyin,personal_care,5.2,6.75,8.41,4.18,24.53,1,1,1,0,2,7.82,7,delivery,stockouts make me switch to other brands,3,Convenience Driven
R001102,eco_advocates,33,10328.8,new_tier_1,douyin,home_cleaning,6.22,6.67,6.18,9.33,37.48,0,0,0,0,0,8.51,10,price,discount bundles make me more willing to buy,4,Eco Advocates
R001103,quality_first,35,6251.17,tier_1,tmall,healthy_snack,3.99,9.07,7.58,5.45,30.88,1,1,1,1,5,9.44,9,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R001104,new_explorers,46,9389.32,new_tier_1,offline_supermarket,ready_to_drink,7.02,6.11,6.45,6.43,20.48,0,0,1,1,3,6.68,6,promotion,KOL reviews are useful but need to be authentic,2,Value Seekers
R001105,eco_advocates,41,21060.5,tier_2,jd,home_cleaning,6.5,6.71,5.83,9.09,27.18,0,1,0,0,0,8.0,8,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R001106,convenience_first,39,7990.07,new_tier_1,tmall,ready_to_drink,5.18,6.37,7.65,7.12,19.61,1,0,1,1,4,10.0,10,delivery,offline availability is not always convenient,3,Convenience Driven
R001107,quality_first,25,10078.53,new_tier_1,offline_supermarket,ready_to_drink,5.04,9.71,6.39,6.31,30.55,0,1,1,1,3,10.0,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R001108,value_seekers,31,18932.33,tier_1,douyin,home_cleaning,8.58,6.85,5.38,4.83,20.41,0,1,0,0,1,6.07,7,packaging,the package design should show product benefits more clearly,2,Value Seekers
R001109,convenience_first,25,11443.02,tier_2,xiaohongshu,home_cleaning,5.46,7.33,9.3,5.42,32.44,1,0,0,1,6,8.01,7,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R001110,value_seekers,26,7374.58,tier_1,douyin,personal_care,9.06,6.5,6.16,4.33,17.47,1,0,0,1,5,6.16,5,price,the price feels high without promotion,2,Value Seekers
R001111,new_explorers,37,5268.73,new_tier_1,offline_supermarket,personal_care,6.47,7.85,6.73,6.96,20.97,0,0,0,0,0,6.8,6,price,I compare price across platforms before purchase,2,Value Seekers
R001112,new_explorers,39,5603.82,tier_1,offline_supermarket,healthy_snack,7.44,6.93,5.79,4.14,21.17,0,0,0,1,2,7.26,5,price,I compare price across platforms before purchase,2,Value Seekers
R001113,quality_first,31,11159.45,tier_3_plus,tmall,personal_care,5.74,7.76,6.13,7.84,36.4,1,1,1,0,1,6.05,7,promotion,KOL reviews are useful but need to be authentic,4,Eco Advocates
R001114,convenience_first,21,19224.36,tier_1,offline_supermarket,ready_to_drink,4.29,5.89,8.32,5.2,24.54,1,1,1,1,8,7.31,8,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R001115,eco_advocates,34,7686.98,tier_3_plus,jd,personal_care,6.56,6.91,6.76,8.69,31.83,1,1,1,1,2,8.2,10,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R001116,quality_first,39,13552.62,new_tier_1,xiaohongshu,healthy_snack,3.5,7.17,6.66,5.71,36.87,1,1,1,1,6,10.0,9,sustainability,sustainability claims need to be more credible,1,Quality Loyalists
R001117,value_seekers,33,11321.86,new_tier_1,jd,home_cleaning,8.95,5.46,4.89,5.67,15.87,1,0,1,1,3,8.06,6,quality,I care about ingredients and product safety,2,Value Seekers
R001118,quality_first,30,8366.28,tier_3_plus,jd,personal_care,3.79,9.85,7.77,6.96,38.38,1,1,1,0,0,10.0,7,price,discount bundles make me more willing to buy,1,Quality Loyalists
R001119,convenience_first,35,12653.61,tier_2,offline_supermarket,ready_to_drink,6.1,6.37,10.0,6.32,31.58,1,1,1,1,7,10.0,10,packaging,the packaging is convenient but could look more premium,3,Convenience Driven
R001120,convenience_first,34,15268.66,tier_1,douyin,healthy_snack,6.22,5.29,9.09,7.47,28.26,1,1,1,0,0,6.37,6,sustainability,I prefer brands with recyclable packaging,3,Convenience Driven
R001121,convenience_first,38,10847.53,tier_1,douyin,personal_care,6.12,6.06,9.18,5.74,26.6,1,1,1,1,0,9.91,9,quality,the product quality is stable and trustworthy,3,Convenience Driven
R001122,value_seekers,32,9698.68,tier_1,douyin,healthy_snack,8.13,5.25,5.43,4.5,20.33,0,0,1,1,1,6.33,7,packaging,the packaging is convenient but could look more premium,2,Value Seekers
R001123,new_explorers,41,6596.69,tier_2,offline_supermarket,healthy_snack,6.05,8.15,6.77,7.18,24.03,1,1,1,1,2,10.0,8,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R001124,value_seekers,44,7260.61,new_tier_1,xiaohongshu,healthy_snack,8.47,6.89,5.49,4.73,20.57,0,0,0,0,0,8.27,10,delivery,offline availability is not always convenient,0,High Value Fans
R001125,value_seekers,27,16562.92,tier_2,tmall,healthy_snack,9.37,7.99,6.84,4.6,16.49,1,0,0,0,0,7.79,8,promotion,membership coupons can increase repeat purchase,0,High Value Fans
R001126,value_seekers,33,9327.19,tier_2,offline_supermarket,personal_care,8.11,6.43,5.07,4.15,16.63,0,0,0,0,1,6.9,6,quality,the product quality is stable and trustworthy,2,Value Seekers
R001127,quality_first,31,14899.55,new_tier_1,tmall,home_cleaning,4.4,9.69,5.72,6.43,31.69,0,0,0,0,0,9.01,7,packaging,portable packaging is useful for work and travel,1,Quality Loyalists
R001128,new_explorers,41,26416.37,new_tier_1,jd,personal_care,6.55,7.0,5.95,6.08,21.45,0,1,1,1,3,8.23,9,promotion,livestream promotion helps me discover new products,0,High Value Fans
R001129,convenience_first,26,13205.52,tier_3_plus,xiaohongshu,healthy_snack,6.22,7.69,8.88,6.13,25.5,1,1,1,1,9,9.37,10,delivery,offline availability is not always convenient,3,Convenience Driven
R001130,quality_first,29,3835.81,new_tier_1,offline_supermarket,healthy_snack,4.52,7.56,5.76,5.88,28.93,1,1,0,1,4,8.5,9,quality,I care about ingredients and product safety,1,Quality Loyalists
R001131,eco_advocates,23,12904.58,new_tier_1,xiaohongshu,personal_care,5.06,7.66,7.13,9.82,35.99,1,1,1,1,2,9.71,8,price,I compare price across platforms before purchase,4,Eco Advocates
R001132,new_explorers,32,9608.32,new_tier_1,douyin,healthy_snack,6.6,6.32,6.25,6.68,15.61,0,1,0,0,0,6.12,5,promotion,livestream promotion helps me discover new products,2,Value Seekers
R001133,convenience_first,32,13131.61,tier_3_plus,tmall,ready_to_drink,4.01,7.9,9.88,5.53,27.13,1,1,1,1,3,10.0,10,packaging,the package design should show product benefits more clearly,3,Convenience Driven
R001134,eco_advocates,34,8794.38,tier_1,xiaohongshu,ready_to_drink,7.19,6.46,6.93,9.49,30.87,0,1,1,1,3,10.0,10,sustainability,low carbon packaging would improve brand impression,4,Eco Advocates
R001135,new_explorers,31,12519.51,tier_1,tmall,ready_to_drink,5.65,5.4,7.03,7.13,20.28,0,0,1,1,1,8.35,9,price,discount bundles make me more willing to buy,0,High Value Fans
R001136,value_seekers,28,5084.67,new_tier_1,xiaohongshu,home_cleaning,7.79,5.98,6.03,4.94,17.5,1,1,1,0,1,7.15,8,delivery,stockouts make me switch to other brands,0,High Value Fans
R001137,convenience_first,42,8220.88,tier_2,tmall,ready_to_drink,7.05,6.25,7.8,6.33,21.74,1,1,0,0,0,7.49,7,price,discount bundles make me more willing to buy,0,High Value Fans
R001138,convenience_first,27,8819.14,tier_2,jd,personal_care,6.21,6.29,8.99,4.48,25.23,1,1,1,1,1,8.4,9,packaging,the packaging is convenient but could look more premium,3,Convenience Driven
R001139,convenience_first,27,12388.04,tier_1,jd,ready_to_drink,6.94,7.63,7.44,4.8,26.31,0,1,1,0,1,8.24,7,packaging,portable packaging is useful for work and travel,0,High Value Fans
R001140,quality_first,20,17821.65,tier_1,tmall,home_cleaning,3.55,8.55,6.12,6.16,33.74,1,1,1,1,3,10.0,10,packaging,portable packaging is useful for work and travel,1,Quality Loyalists
R001141,value_seekers,32,22601.6,new_tier_1,offline_supermarket,home_cleaning,8.72,6.91,5.64,4.59,21.41,0,0,0,1,2,8.43,9,price,the price feels high without promotion,0,High Value Fans
R001142,new_explorers,21,14419.79,tier_1,douyin,personal_care,7.03,6.0,6.68,6.52,21.38,1,1,1,1,3,8.07,8,quality,the product quality is stable and trustworthy,0,High Value Fans
R001143,new_explorers,29,18310.53,tier_2,douyin,healthy_snack,6.6,7.33,7.11,5.6,25.01,0,0,0,1,3,7.61,8,packaging,the packaging is convenient but could look more premium,0,High Value Fans
R001144,value_seekers,26,13101.76,new_tier_1,offline_supermarket,healthy_snack,7.75,5.62,5.59,6.51,16.78,1,1,0,0,0,6.03,5,packaging,the package design should show product benefits more clearly,2,Value Seekers
R001145,eco_advocates,26,10921.09,tier_3_plus,douyin,ready_to_drink,4.87,7.28,5.24,9.17,34.13,0,1,0,1,2,9.19,7,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R001146,convenience_first,43,8935.96,new_tier_1,jd,ready_to_drink,6.19,6.98,8.11,5.25,20.85,0,0,1,1,2,9.42,9,packaging,portable packaging is useful for work and travel,3,Convenience Driven
R001147,quality_first,33,8568.69,tier_2,offline_supermarket,healthy_snack,4.78,8.8,7.05,6.23,30.84,1,1,1,0,1,8.39,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R001148,quality_first,36,9860.61,tier_2,xiaohongshu,home_cleaning,4.97,9.8,7.29,5.74,33.69,0,1,1,1,6,9.88,10,price,the price feels high without promotion,1,Quality Loyalists
R001149,quality_first,26,22415.96,tier_3_plus,offline_supermarket,home_cleaning,5.28,8.7,5.61,5.28,36.09,0,1,1,1,1,8.35,7,sustainability,low carbon packaging would improve brand impression,1,Quality Loyalists
R001150,eco_advocates,29,12340.0,new_tier_1,jd,personal_care,5.89,8.83,5.92,9.18,33.76,1,1,1,1,10,9.16,8,promotion,KOL reviews are useful but need to be authentic,4,Eco Advocates
R001151,quality_first,29,7060.25,tier_2,private_domain,personal_care,4.98,10.0,7.48,6.36,34.79,1,1,1,1,6,9.95,10,promotion,KOL reviews are useful but need to be authentic,1,Quality Loyalists
R001152,convenience_first,18,7236.45,tier_3_plus,tmall,personal_care,7.03,7.94,8.26,5.18,25.32,0,0,0,0,0,6.15,6,delivery,stockouts make me switch to other brands,2,Value Seekers
R001153,convenience_first,27,11173.69,tier_1,private_domain,ready_to_drink,5.94,6.8,9.19,5.65,27.39,1,1,1,1,1,10.0,9,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R001154,new_explorers,23,11232.55,tier_2,tmall,personal_care,7.47,6.52,6.22,6.65,22.01,0,1,0,0,2,7.46,7,delivery,delivery speed affects whether I choose the brand,0,High Value Fans
R001155,convenience_first,45,12127.21,tier_2,jd,ready_to_drink,6.38,9.53,7.86,5.48,29.13,1,0,0,1,4,9.49,8,sustainability,sustainability claims need to be more credible,1,Quality Loyalists
R001156,value_seekers,28,9059.39,tier_3_plus,jd,home_cleaning,8.62,7.49,6.2,5.37,15.52,1,1,1,1,1,7.56,8,price,I compare price across platforms before purchase,0,High Value Fans
R001157,value_seekers,41,11365.76,tier_2,offline_supermarket,home_cleaning,7.96,5.44,5.13,4.59,18.92,1,1,1,1,6,7.73,8,quality,I care about ingredients and product safety,0,High Value Fans
R001158,convenience_first,41,15435.21,tier_2,offline_supermarket,healthy_snack,4.95,7.41,8.39,4.14,26.74,0,0,0,1,2,10.0,9,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R001159,value_seekers,29,11934.41,tier_2,douyin,home_cleaning,10.0,5.96,5.11,5.14,17.32,0,1,1,1,3,6.38,7,price,discount bundles make me more willing to buy,2,Value Seekers
R001160,quality_first,29,18099.0,tier_1,douyin,home_cleaning,3.31,8.73,7.12,5.94,31.99,1,1,1,1,3,8.99,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R001161,quality_first,25,6544.62,tier_1,offline_supermarket,personal_care,5.12,8.08,6.11,5.96,32.48,0,0,1,1,2,8.56,9,quality,the product quality is stable and trustworthy,1,Quality Loyalists
R001162,value_seekers,33,16992.85,tier_2,douyin,personal_care,8.63,6.72,5.77,4.93,18.14,1,0,0,0,0,7.21,8,price,I compare price across platforms before purchase,0,High Value Fans
R001163,value_seekers,41,14727.02,new_tier_1,douyin,home_cleaning,9.48,5.99,7.02,4.98,24.14,1,1,0,0,0,6.43,8,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R001164,value_seekers,31,8312.35,tier_3_plus,tmall,ready_to_drink,10.0,6.72,5.22,5.48,20.11,0,0,0,0,2,6.23,7,packaging,portable packaging is useful for work and travel,2,Value Seekers
R001165,value_seekers,26,6895.51,tier_2,xiaohongshu,personal_care,8.88,5.92,6.41,3.88,22.25,1,0,0,0,1,5.12,5,quality,I care about ingredients and product safety,2,Value Seekers
R001166,new_explorers,45,8858.56,tier_1,tmall,home_cleaning,7.04,7.96,7.16,6.48,16.68,1,1,0,0,0,7.21,9,price,I compare price across platforms before purchase,0,High Value Fans
R001167,quality_first,18,13095.08,tier_1,tmall,home_cleaning,4.87,8.31,6.06,7.11,31.36,1,1,0,1,1,9.04,10,price,the price feels high without promotion,1,Quality Loyalists
R001168,new_explorers,41,8417.09,tier_2,offline_supermarket,healthy_snack,7.43,6.73,6.08,4.87,19.46,0,1,1,0,1,6.89,8,quality,the product quality is stable and trustworthy,0,High Value Fans
R001169,value_seekers,44,10082.87,tier_3_plus,xiaohongshu,home_cleaning,8.47,7.05,5.88,5.65,23.05,1,1,0,0,1,6.12,6,quality,the product quality is stable and trustworthy,2,Value Seekers
R001170,convenience_first,31,18805.52,tier_3_plus,xiaohongshu,personal_care,5.62,7.26,7.73,5.49,29.29,1,1,1,1,2,10.0,10,quality,I care about ingredients and product safety,3,Convenience Driven
R001171,convenience_first,18,9914.79,tier_1,offline_supermarket,ready_to_drink,5.07,6.87,9.91,4.71,27.7,1,1,1,1,7,9.77,10,delivery,delivery speed affects whether I choose the brand,3,Convenience Driven
R001172,convenience_first,29,5683.7,tier_3_plus,xiaohongshu,healthy_snack,5.82,7.16,9.45,6.97,24.9,1,1,1,1,7,7.79,7,price,I compare price across platforms before purchase,3,Convenience Driven
R001173,eco_advocates,40,5488.73,new_tier_1,douyin,healthy_snack,6.03,8.26,5.63,8.1,30.98,1,1,1,1,1,10.0,10,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R001174,quality_first,45,17592.95,tier_2,tmall,ready_to_drink,4.98,10.0,6.71,6.82,37.07,0,1,0,1,5,9.88,10,quality,I care about ingredients and product safety,1,Quality Loyalists
R001175,convenience_first,39,7163.73,tier_3_plus,jd,personal_care,5.11,7.57,8.66,5.04,30.7,1,1,1,1,10,9.34,8,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R001176,value_seekers,35,7038.75,tier_3_plus,douyin,personal_care,9.85,6.83,5.75,5.65,16.37,1,1,0,1,2,7.17,7,delivery,delivery speed affects whether I choose the brand,2,Value Seekers
R001177,eco_advocates,27,13196.8,tier_2,jd,ready_to_drink,5.99,7.24,6.96,8.78,33.5,0,0,0,0,0,9.52,9,packaging,portable packaging is useful for work and travel,4,Eco Advocates
R001178,convenience_first,26,7311.5,tier_3_plus,private_domain,ready_to_drink,4.71,7.47,9.07,5.83,30.1,0,0,1,1,2,9.64,10,price,discount bundles make me more willing to buy,3,Convenience Driven
R001179,value_seekers,36,5648.56,tier_2,jd,home_cleaning,8.4,6.45,6.79,4.55,16.18,1,1,1,1,6,7.49,7,promotion,livestream promotion helps me discover new products,0,High Value Fans
R001180,quality_first,43,7859.18,tier_3_plus,douyin,ready_to_drink,4.53,9.04,8.24,6.06,29.86,1,1,1,0,2,7.86,7,sustainability,low carbon packaging would improve brand impression,1,Quality Loyalists
R001181,value_seekers,26,10576.92,tier_1,offline_supermarket,ready_to_drink,8.28,6.52,6.34,5.12,17.23,1,0,0,0,1,4.08,3,quality,I care about ingredients and product safety,2,Value Seekers
R001182,eco_advocates,29,6145.01,tier_3_plus,jd,healthy_snack,5.41,7.95,5.58,9.3,28.03,1,1,1,1,1,10.0,9,packaging,the packaging is convenient but could look more premium,4,Eco Advocates
R001183,quality_first,37,15589.9,new_tier_1,jd,home_cleaning,4.86,8.54,5.64,6.51,40.06,0,0,0,0,0,7.93,7,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R001184,convenience_first,29,7794.17,new_tier_1,offline_supermarket,personal_care,4.67,7.88,9.43,5.05,31.52,0,1,1,1,5,10.0,8,delivery,offline availability is not always convenient,3,Convenience Driven
R001185,convenience_first,44,23137.44,tier_3_plus,douyin,ready_to_drink,5.42,6.5,8.32,5.06,29.29,0,1,1,1,2,8.1,10,quality,quality improvement would make me repurchase more often,3,Convenience Driven
R001186,quality_first,39,14734.4,new_tier_1,douyin,ready_to_drink,6.43,8.34,6.52,7.08,33.79,1,1,0,0,1,9.12,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R001187,new_explorers,20,21881.88,tier_1,offline_supermarket,personal_care,6.83,7.14,5.31,5.98,25.5,0,1,0,0,2,6.06,8,sustainability,I prefer brands with recyclable packaging,0,High Value Fans
R001188,eco_advocates,35,10557.71,tier_2,tmall,healthy_snack,6.09,7.19,5.21,9.3,27.96,0,1,1,1,3,6.74,6,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R001189,convenience_first,41,7744.95,tier_1,jd,healthy_snack,5.31,7.34,7.26,5.7,29.24,0,1,0,0,1,9.0,10,promotion,KOL reviews are useful but need to be authentic,3,Convenience Driven
R001190,value_seekers,41,12180.22,tier_3_plus,private_domain,home_cleaning,6.78,5.96,5.54,5.6,17.57,1,1,1,0,2,8.18,10,quality,I care about ingredients and product safety,0,High Value Fans
R001191,quality_first,38,3997.75,tier_3_plus,douyin,healthy_snack,4.15,9.18,6.71,4.93,33.04,1,1,1,1,4,9.63,9,price,discount bundles make me more willing to buy,1,Quality Loyalists
R001192,quality_first,22,11585.68,tier_2,offline_supermarket,ready_to_drink,4.39,9.4,6.52,4.72,34.68,1,1,1,1,3,8.82,9,price,discount bundles make me more willing to buy,1,Quality Loyalists
R001193,eco_advocates,18,9593.93,tier_3_plus,offline_supermarket,healthy_snack,6.72,7.02,7.31,9.2,31.6,0,0,0,0,0,9.95,10,sustainability,I prefer brands with recyclable packaging,4,Eco Advocates
R001194,value_seekers,39,18908.53,tier_3_plus,xiaohongshu,ready_to_drink,9.8,5.22,5.69,4.49,22.54,1,1,0,1,2,7.85,10,delivery,stockouts make me switch to other brands,0,High Value Fans
R001195,value_seekers,46,15325.59,new_tier_1,douyin,healthy_snack,9.14,5.53,5.04,4.36,23.15,0,0,0,0,2,6.57,4,delivery,stockouts make me switch to other brands,2,Value Seekers
R001196,eco_advocates,35,14885.43,tier_1,tmall,healthy_snack,5.41,5.79,4.51,7.71,32.63,0,0,0,0,0,6.33,5,price,discount bundles make me more willing to buy,2,Value Seekers
R001197,quality_first,25,16616.62,tier_3_plus,tmall,ready_to_drink,3.82,9.37,6.18,6.54,32.09,0,1,1,1,1,10.0,10,quality,quality improvement would make me repurchase more often,1,Quality Loyalists
R001198,quality_first,32,6514.76,tier_1,private_domain,ready_to_drink,6.47,7.26,6.93,7.32,33.78,0,0,0,0,0,8.9,8,sustainability,sustainability claims need to be more credible,4,Eco Advocates
R001199,value_seekers,21,6919.98,tier_3_plus,douyin,home_cleaning,9.44,6.6,5.63,6.04,22.53,1,1,0,0,1,6.82,7,promotion,membership coupons can increase repeat purchase,2,Value Seekers
R001200,value_seekers,22,5117.9,new_tier_1,douyin,ready_to_drink,9.41,6.74,5.72,4.92,18.21,1,1,0,0,0,7.45,8,packaging,portable packaging is useful for work and travel,0,High Value Fans
R001201,quality_first,41,14319.68,new_tier_1,douyin,personal_care,4.92,8.3,7.05,5.2,32.21,0,0,0,0,0,8.84,7,packaging,the packaging is convenient but could look more premium,1,Quality Loyalists
R001202,quality_first,18,11625.56,tier_2,tmall,home_cleaning,4.56,9.19,7.06,5.12,39.07,1,1,1,1,2,9.13,8,price,the price feels high without promotion,1,Quality Loyalists
R001203,new_explorers,34,12315.75,tier_2,tmall,home_cleaning,6.75,6.11,6.66,6.35,24.96,0,0,0,0,2,7.66,8,promotion,livestream promotion helps me discover new products,0,High Value Fans
R001204,convenience_first,43,6126.16,tier_1,offline_supermarket,personal_care,5.92,7.07,8.98,5.66,29.41,1,1,1,1,2,8.8,7,packaging,portable packaging is useful for work and travel,3,Convenience Driven
R001205,value_seekers,18,9268.6,tier_1,jd,ready_to_drink,10.0,6.62,5.39,5.46,15.59,1,1,1,1,2,5.99,3,promotion,membership coupons can increase repeat purchase,2,Value Seekers
